Date,WIPRO,TCS,HCLTECH
23-Oct-19,254.35,2070.1,1095.15
24-Oct-19,249.6,2082,1119.05
25-Oct-19,253,2124.95,1134.05
27-Oct-19,253.65,2115.7,1130.5
29-Oct-19,255.2,2194.85,1139.75
30-Oct-19,254.75,2252.8,1146.75
31-Oct-19,259.3,2269.65,1162.75
1-Nov-19,258.6,2200.9,1152
4-Nov-19,256.6,2193.95,1155.9
5-Nov-19,258.5,2201.85,1158.7
6-Nov-19,256.85,2188.5,1148.35
7-Nov-19,259.65,2185.35,1148.45
8-Nov-19,256.4,2129.95,1150.1
11-Nov-19,256.45,2100.95,1145.95
13-Nov-19,253.1,2178.6,1138.6
14-Nov-19,252.75,2196.8,1147.8
15-Nov-19,252.55,2174.45,1142.3
18-Nov-19,249.45,2152.6,1141.1
19-Nov-19,250.4,2108.8,1134.65
20-Nov-19,248.9,2108.55,1132.8
21-Nov-19,247.55,2118.1,1136.6
22-Nov-19,243.1,2071.7,1114.75
25-Nov-19,243,2081.5,1124.75
26-Nov-19,237.55,2046.65,1108.05
27-Nov-19,240.05,2054.3,1128.25
28-Nov-19,239.8,2077.35,1132.65
29-Nov-19,237.7,2053.25,1127.65
2-Dec-19,238.6,2021.05,1125.3
3-Dec-19,236.8,2051,1124.55
4-Dec-19,242.2,2078.5,1125.5
5-Dec-19,243.7,2121.3,560.9
6-Dec-19,241,2123.6,560.3
9-Dec-19,240.4,2060.45,552.05
10-Dec-19,238.15,2012.85,544.45
11-Dec-19,240.05,2041.9,543.8
12-Dec-19,239.45,2020.9,536.35
13-Dec-19,243.85,2071.25,543.15
16-Dec-19,243.15,2126.75,552.2
17-Dec-19,244.75,2164.95,557.75
18-Dec-19,248.3,2167.75,564.7
19-Dec-19,249.2,2229.05,569.5
20-Dec-19,251.8,2222.9,569.9
23-Dec-19,253.85,2231.7,570.95
24-Dec-19,252.25,2215.6,560.55
26-Dec-19,250.3,2201.95,560.5
27-Dec-19,247.55,2198.5,567.55
30-Dec-19,248.95,2183.2,569.3
31-Dec-19,245.8,2161.7,568.1
1-Jan-20,247.7,2167.6,571.95
2-Jan-20,248.3,2157.65,573.55
3-Jan-20,251.1,2200.65,585.05
6-Jan-20,252.15,2200.45,582
7-Jan-20,255.2,2205.85,584.25
8-Jan-20,254.8,2255.25,585.75
9-Jan-20,253.65,2214.35,580.3
10-Jan-20,251.75,2213.55,580.35
13-Jan-20,254.8,2190.35,586.5
14-Jan-20,257.2,2206.9,594.3
15-Jan-20,248.25,2226.9,595.75
16-Jan-20,250.45,2238.8,593.25
17-Jan-20,251.1,2219.1,598.8
20-Jan-20,248,2170.35,589.25
21-Jan-20,247.1,2171.05,584.05
22-Jan-20,245.85,2206.9,590.65
23-Jan-20,248.7,2190.95,598.95
24-Jan-20,247.6,2183.4,607.7
27-Jan-20,245.35,2169.25,604.35
28-Jan-20,244.05,2183.75,601.45
29-Jan-20,246.75,2154.6,608.85
30-Jan-20,240.7,2137.85,607.85
31-Jan-20,236.8,2079.05,591.4
1-Feb-20,236.8,2164.85,590.9
3-Feb-20,237.4,2102.5,579.1
4-Feb-20,240.25,2107.75,586.5
5-Feb-20,242.25,2146.55,595.6
6-Feb-20,243.65,2128.35,599.7
7-Feb-20,243.95,2136.55,607.7
10-Feb-20,240.9,2161.95,604.9
11-Feb-20,241.25,2153.4,610.65
12-Feb-20,244.45,2170.75,614.1
13-Feb-20,243.75,2191.95,612.45
14-Feb-20,242.9,2184.2,621.65
17-Feb-20,243.8,2203.25,613.45
18-Feb-20,244.05,2215.75,607.05
19-Feb-20,247.6,2196.35,605.75
20-Feb-20,245.7,2156.8,608.05
24-Feb-20,244.2,2115.35,595.15
25-Feb-20,244.1,2156.15,582.45
26-Feb-20,239.9,2123.6,583.6
27-Feb-20,231.6,2105.5,573.05
28-Feb-20,221.45,2000.15,534.35
2-Mar-20,220.8,2001.3,549.7
3-Mar-20,223.7,2036.2,565.05
4-Mar-20,228.85,2083.2,563.1
5-Mar-20,229.7,2125.05,576.4
6-Mar-20,223.55,2116.45,566.2
9-Mar-20,214.4,1972.35,540.45
11-Mar-20,213.1,1953.7,536.8
12-Mar-20,199.1,1769.85,493.35
13-Mar-20,197.4,1806.3,492.9
16-Mar-20,179.75,1696.4,450.7
17-Mar-20,173.1,1658,450.65
18-Mar-20,169.95,1654.4,434.25
19-Mar-20,162.35,1636.35,413.45
20-Mar-20,179.2,1797.45,444.9
23-Mar-20,170.15,1669.7,417.15
24-Mar-20,176.35,1703.15,442.05
25-Mar-20,174.65,1750.3,457.6
26-Mar-20,182.6,1790.95,447.7
27-Mar-20,183.5,1824.5,430.65
30-Mar-20,184.15,1778.5,419
31-Mar-20,196.7,1826.1,436.4
1-Apr-20,189.5,1708.75,413.55
3-Apr-20,180,1654.2,405.8
7-Apr-20,191.9,1775.2,451.15
8-Apr-20,192.9,1705.45,463.1
9-Apr-20,196.7,1766.15,469.05
13-Apr-20,189.2,1759.25,458.25
15-Apr-20,186.55,1735.15,478.75
16-Apr-20,187.85,1716.05,459.75
17-Apr-20,187,1806.2,455.25
20-Apr-20,181.1,1818.65,470
21-Apr-20,178.05,1737.65,455.7
22-Apr-20,178.55,1769.5,462.4
23-Apr-20,180.9,1878.25,477.7
24-Apr-20,177.75,1818.55,468.1
27-Apr-20,182.05,1836.6,483.1
28-Apr-20,179.7,1859.05,471.1
29-Apr-20,180.65,1905.65,491.75
30-Apr-20,190.95,2014.45,543.55
4-May-20,190.05,1930.45,514.25
5-May-20,184.2,1932.75,520.4
6-May-20,187.05,1903.6,519.1
7-May-20,184.1,1891.65,511.75
8-May-20,184,1893.4,518.4
11-May-20,184.7,1935.3,527.55
12-May-20,187.05,1949.5,527.4
13-May-20,189.7,1949.65,528.75
14-May-20,186,1902.35,517.45
15-May-20,183.8,1892.9,511.25
18-May-20,182.2,1945.6,510.75
19-May-20,184.4,1948.65,518.25
20-May-20,184.95,1953.6,526.75
21-May-20,189.1,1991.2,534.85
22-May-20,189,2020.35,530.4
26-May-20,188.8,1943,524
27-May-20,201.25,2005.3,530.95
28-May-20,199.35,2004.3,542.65
29-May-20,212.8,1972.35,550.25
1-Jun-20,215.05,2045.25,559.75
2-Jun-20,215.85,2047.15,560.2
3-Jun-20,211.35,2046.15,562.8
4-Jun-20,216.25,2091.55,578.95
5-Jun-20,218.75,2048.25,575.95
8-Jun-20,226.45,2071.75,578.25
9-Jun-20,218.35,2072.05,572.85
10-Jun-20,217,2108.75,578.7
11-Jun-20,212.9,2067.65,578.05
12-Jun-20,207.9,2039.5,570.75
15-Jun-20,213.8,2029.9,578.95
16-Jun-20,212.4,2045.8,580.9
17-Jun-20,217.8,2047.8,575.85
18-Jun-20,218.15,2038.1,578.95
19-Jun-20,222.05,2044.6,569.6
22-Jun-20,218.05,2027.95,569.6
23-Jun-20,220.6,2035.3,580.25
24-Jun-20,218.2,2042.2,559.6
25-Jun-20,218.2,2016.1,550.05
26-Jun-20,225.45,2118.85,562.4
29-Jun-20,219.7,2101.65,553.7
30-Jun-20,219.65,2082.15,556.85
1-Jul-20,219.05,2092.05,551.75
2-Jul-20,224.2,2157.15,569.2
3-Jul-20,224.8,2199.65,579.15
6-Jul-20,222.65,2263.2,578.7
7-Jul-20,224.9,2269.9,592.05
8-Jul-20,223.1,2218.9,574.9
9-Jul-20,221.6,2204.35,588.25
10-Jul-20,222.1,2222.35,582.25
13-Jul-20,227.6,2220,602.6
14-Jul-20,225,2171.95,591.35
15-Jul-20,262.75,2233.9,615.2
16-Jul-20,261.9,2234.75,627.75
17-Jul-20,261.35,2200.75,623.15
20-Jul-20,270.8,2207.9,648.6
21-Jul-20,271.35,2225.05,652.35
22-Jul-20,266,2190.95,650.15
23-Jul-20,266.6,2171.2,652.85
24-Jul-20,270.55,2157.4,679.95
27-Jul-20,268.85,2206.8,701.1
28-Jul-20,275.45,2309.75,712.45
29-Jul-20,277,2276.05,694.4
30-Jul-20,284.1,2279.5,695.45
31-Jul-20,280.95,2281.4,705.2
3-Aug-20,281.55,2254.15,705.95
4-Aug-20,281.05,2249.7,692.65
5-Aug-20,278.2,2259.5,688.4
6-Aug-20,279.65,2308.1,704.9
7-Aug-20,277.4,2295.35,690.3
10-Aug-20,277.4,2282.8,692.05
11-Aug-20,279.65,2279.9,683.8
12-Aug-20,276.2,2257.35,717.1
13-Aug-20,277,2254.45,724.6
14-Aug-20,276.5,2242.15,709.1
17-Aug-20,281.95,2253.4,718.85
18-Aug-20,282.7,2269.75,714.45
19-Aug-20,279.75,2256.6,709.85
20-Aug-20,274.2,2252.85,710.1
21-Aug-20,273.35,2248.6,705.9
24-Aug-20,272.7,2248.1,705.7
25-Aug-20,269.95,2242.65,701.6
26-Aug-20,272.05,2253.5,712.8
27-Aug-20,272.35,2248.4,710.15
28-Aug-20,272.05,2238.55,706.45
31-Aug-20,271.3,2257.25,694.4
1-Sep-20,271.6,2246.35,689.6
2-Sep-20,273.7,2265.15,701.95
3-Sep-20,282.85,2299.5,706.75
4-Sep-20,276,2288.8,700.8
7-Sep-20,278.75,2327.05,708.8
8-Sep-20,282.55,2348.2,725.9
9-Sep-20,282.85,2327.65,721.95
10-Sep-20,284.55,2331.15,722.4
11-Sep-20,293.3,2374.1,721.65
14-Sep-20,307.2,2491.4,794.95
15-Sep-20,307.35,2491.4,792.7
16-Sep-20,312.15,2503,789.25
17-Sep-20,311.7,2460.95,808.3
18-Sep-20,316.5,2449.9,810.6
21-Sep-20,311.9,2465.3,802.6
22-Sep-20,312.25,2522.95,821
23-Sep-20,314.85,2467.45,814.1
24-Sep-20,304.7,2332.25,788.3
25-Sep-20,313.9,2422.3,827.7
28-Sep-20,311.55,2426.3,835.25
29-Sep-20,311.5,2488.4,812.75
30-Sep-20,313.55,2492.3,811.6
1-Oct-20,313.05,2523.45,812.95
5-Oct-20,333.95,2705.8,824.2
6-Oct-20,330.05,2714.3,829.15
7-Oct-20,335.3,2735.95,828.05
8-Oct-20,359.45,2825.7,849.55
9-Oct-20,374,2812.95,855.75
12-Oct-20,377.5,2830,865.8
13-Oct-20,375.95,2826.55,900.4
14-Oct-20,350.45,2809.6,890.45
15-Oct-20,341.6,2740.6,860
16-Oct-20,339.65,2763.3,827.15
19-Oct-20,343.2,2711.55,844.75
20-Oct-20,346.75,2739,879.65
21-Oct-20,343.45,2675.4,871.05
22-Oct-20,344.45,2671.15,866.25
23-Oct-20,342.4,2686.8,852.45
26-Oct-20,339.8,2688.2,847.8
27-Oct-20,334.05,2630.15,847.25
28-Oct-20,335.65,2622.2,829.6
29-Oct-20,337.45,2632.65,840.05
30-Oct-20,340.7,2664.85,841.95
2-Nov-20,334.8,2604.6,822.4
3-Nov-20,335.65,2633.6,814.05
4-Nov-20,342.95,2653.15,815.15
5-Nov-20,345.4,2685.7,842.9
6-Nov-20,345.75,2707.45,850.1
9-Nov-20,351.95,2726.6,855
10-Nov-20,342.3,2649.6,809.7
11-Nov-20,346.75,2687.8,826.05
12-Nov-20,345.55,2671.05,824.7
13-Nov-20,344.15,2656.85,828.1
14-Nov-20,345.45,2670.35,830.5
17-Nov-20,348.7,2666.05,815
18-Nov-20,345.3,2626.65,814.3
19-Nov-20,342.6,2636.9,804.55
20-Nov-20,346.3,2660.25,819.25
23-Nov-20,355.85,2724.25,839.2
24-Nov-20,355.5,2722.05,840.5
25-Nov-20,350,2701.3,824.7
26-Nov-20,354.85,2720.6,842.05
27-Nov-20,350.5,2679.65,822.1
1-Dec-20,352.85,2726.8,834.1
2-Dec-20,358.9,2749.55,843.15
3-Dec-20,360.3,2709.45,862.2
4-Dec-20,360.8,2727.55,858.5
7-Dec-20,358.45,2737.7,855.3
8-Dec-20,363.7,2797.3,863.8
9-Dec-20,359.5,2810.8,870.55
10-Dec-20,355.9,2784.3,866.75
11-Dec-20,353.5,2783.6,862.25
14-Dec-20,349.35,2797.7,873
15-Dec-20,352.7,2761.55,886
16-Dec-20,358.4,2814.2,885.05
17-Dec-20,356.9,2838.2,879.35
18-Dec-20,363.55,2861,890.65
21-Dec-20,353.95,2820.15,870.45
22-Dec-20,364.2,2872.5,913.8
23-Dec-20,385.55,2908.75,922.6
24-Dec-20,382.2,2909.35,919.35
28-Dec-20,382.9,2929.4,921.8
29-Dec-20,385,2930.5,935.9
30-Dec-20,384.4,2909.3,940.7
31-Dec-20,386.25,2862.75,946.15
1-Jan-21,388.1,2928.25,950.5
4-Jan-21,396.4,3039.45,980.4
5-Jan-21,406.3,3093,991.35
6-Jan-21,406.4,3051.5,978.2
7-Jan-21,406.75,3032.8,962.55
8-Jan-21,430.2,3120.9,994.65
11-Jan-21,446.8,3176.45,1055.1
12-Jan-21,457.7,3174.85,1062.1
13-Jan-21,459,3158.95,1055.95
14-Jan-21,454.35,3250.7,1027.7
15-Jan-21,438.55,3233.35,989.8
18-Jan-21,431.55,3221.75,981.5
19-Jan-21,430.25,3260.7,983.85
20-Jan-21,444.95,3308.8,999.25
21-Jan-21,445.8,3273.85,993.3
22-Jan-21,444.75,3303.1,985.8
25-Jan-21,437.25,3291.3,947.5
27-Jan-21,446.45,3261.05,955.5
28-Jan-21,431.9,3196.55,933.95
29-Jan-21,417.9,3111.35,914
1-Feb-21,421.5,3139.35,928.35
2-Feb-21,428.35,3203.45,954.65
3-Feb-21,433.5,3200.05,959.9
4-Feb-21,429.9,3188.45,957.65
5-Feb-21,425.55,3157.95,946.15
8-Feb-21,435.3,3214.1,957.75
9-Feb-21,439.35,3176.9,951.6
10-Feb-21,439,3213.3,959.45
11-Feb-21,437,3206,970.4
12-Feb-21,442,3190.8,960.4
15-Feb-21,439.7,3139.85,954.65
16-Feb-21,437.55,3108.8,952.3
17-Feb-21,430.2,3073.1,943.2
18-Feb-21,432.95,3057.35,948.1
19-Feb-21,429.95,3071.85,950.15
22-Feb-21,418.7,2958.45,920.15
23-Feb-21,415.5,2980.2,909.95
24-Feb-21,423.1,2948.1,916
25-Feb-21,421.3,2995.3,929.25
26-Feb-21,410.3,2894.3,909.45
1-Mar-21,414.4,2924.2,930.35
2-Mar-21,430.4,3006.35,953.75
3-Mar-21,435.5,3059.1,965.25
4-Mar-21,438.8,3049.7,958
5-Mar-21,420.85,3008.05,941.5
8-Mar-21,416.9,3006.95,961.9
9-Mar-21,419.2,3050.95,973.15
10-Mar-21,426.7,3070.95,988.5
12-Mar-21,425.2,3057.95,979.25
15-Mar-21,426.35,3066.15,992.35
16-Mar-21,429.3,3110.05,1007.25
17-Mar-21,419.65,3112.95,987.45
18-Mar-21,410.15,3036.5,947.75
19-Mar-21,410.5,3050.2,960.45
22-Mar-21,414.45,3129.65,978.75
23-Mar-21,415.5,3142.6,980.85
24-Mar-21,411,3121.1,975.65
25-Mar-21,399.65,3064.85,957.05
26-Mar-21,403.9,3066.8,958.55
30-Mar-21,418.1,3158.55,995.8
31-Mar-21,414.15,3177.85,982.65
