Ben_Date,School_Id_Masked,Route_Index,V_rice_big,V_rice_med,V_rice_sma,W_rice_big,W_rice_med,W_rice_sma,censored,Total_Inventory_KG,Total_Returns_KG,Total_Consumption_KG,Mixed_Demand
8/22/2015,GXZ-CU1CU6,15,,1,,,4.92,,0,17.8,4.92,12.88,12.88
1/15/2016,GXZ-CU1CU6,15,,,1,,,2.75,0,7.2,2.75,4.45,4.45
4/19/2016,GXZ-CU1CU6,15,,,1,,,9.2,0,7.2,9.2,0,0
6/6/2016,GXZ-CU1CU6,15,,,1,,,3.2,0,7.2,3.2,4,4
12/20/2014,GXZ-CU1CU6CU0,26,1,1,,,,,1,41.6,0,41.6,41.6
1/31/2015,GXZ-CU1CU6CU0,26,1,1,,,,,1,41.6,0,41.6,41.6
2/3/2015,GXZ-CU1CU6CU0,26,1,1,,,9.04,,0,41.6,9.04,32.56,32.56
2/4/2016,GXZ-CU1CU6CU0,26,1,1,,6.31,,,0,41.6,6.31,35.29,35.29
3/11/2016,GXZ-CU1CU6CU0,26,1,1,,6.52,,,0,41.6,6.52,35.08,35.08
3/19/2016,GXZ-CU1CU6CU0,26,1,1,,7.38,,,0,41.6,7.38,34.22,34.22
4/23/2016,GXZ-CU1CU6CU0,26,,1,,,9.1,,0,17.8,9.1,8.7,8.7
6/10/2016,GXZ-CU1CU6CU0,26,1,,,4.3,,,0,23.8,4.3,19.5,19.5
6/28/2016,GXZ-CU1CU6CU0,26,1,1,,6.2,,,0,41.6,6.2,35.4,35.4
7/6/2016,GXZ-CU1CU6CU0,26,1,1,0,29.4,,,0,41.6,29.4,12.2,12.2
8/4/2016,GXZ-CU1CU6CU0,26,1,,1,,,,1,31,0,31,31
9/1/2016,GXZ-CU1CU6CU0,26,1,1,,8.15,,,0,41.6,8.15,33.45,33.45
9/6/2016,GXZ-CU1CU6CU0,26,1,1,,7.85,,,0,41.6,7.85,33.75,33.75
9/20/2016,GXZ-CU1CU6CU0,26,,1,,,8.4,,0,17.8,8.4,9.4,9.4
12/2/2015,GXZ-CU1CU6CU1,26,,1,,,5.15,,0,17.8,5.15,12.65,12.65
4/23/2016,GXZ-CU1CU6CU1,26,,,1,,,4.75,0,7.2,4.75,2.45,2.45
6/20/2016,GXZ-CU1CU6CU1,26,,1,,,4.8,,0,17.8,4.8,13,13
7/6/2016,GXZ-CU1CU6CU1,26,0,1,0,,,10.3,0,17.8,10.3,7.5,7.5
9/1/2016,GXZ-CU1CU6CU1,26,,1,,,7.3,,0,17.8,7.3,10.5,10.5
1/15/2015,GXZ-CU1CU6CU2,26,,1,,,16.42,,0,17.8,16.42,1.38,1.38
8/3/2015,GXZ-CU1CU6CU2,26,1,,,7.43,,,0,23.8,7.43,16.37,16.37
9/18/2015,GXZ-CU1CU6CU2,26,1,,,,,,1,23.8,0,23.8,23.8
10/13/2015,GXZ-CU1CU6CU2,26,1,,,,,,1,23.8,0,23.8,23.8
10/16/2015,GXZ-CU1CU6CU2,26,1,,,,,,1,23.8,0,23.8,23.8
3/14/2016,GXZ-CU1CU6CU2,26,1,,,5.76,,,0,23.8,5.76,18.04,18.04
4/23/2016,GXZ-CU1CU6CU2,26,,1,,,8.75,,0,17.8,8.75,9.05,9.05
10/8/2016,GXZ-CU1CU6CU2,26,,,1,,,12.3,0,7.2,12.3,0,0
6/13/2016,GXZ-CU1CU6CU3,26,1,,,7.1,,,0,23.8,7.1,16.7,16.7
8/26/2016,GXZ-CU1CU6CU3,26,,1,,,21.2,,0,17.8,21.2,0,0
10/23/2015,GXZ-CU1CU6CU4,26,,1,,,,,1,17.8,0,17.8,17.8
1/9/2016,GXZ-CU1CU6CU4,26,1,1,,,4.59,,0,41.6,4.59,37.01,37.01
1/11/2016,GXZ-CU1CU6CU4,26,1,,,8.8,,,0,23.8,8.8,15,15
3/14/2016,GXZ-CU1CU6CU4,26,1,,,6.52,,,0,23.8,6.52,17.28,17.28
4/14/2016,GXZ-CU1CU6CU4,26,1,,,15.46,,,0,23.8,15.46,8.34,8.34
4/16/2016,GXZ-CU1CU6CU4,26,1,,,8.3,,,0,23.8,8.3,15.5,15.5
7/8/2016,GXZ-CU1CU6CU4,26,1,,,,,,1,23.8,0,23.8,23.8
8/11/2016,GXZ-CU1CU6CU4,26,1,,,12.55,,,0,23.8,12.55,11.25,11.25
3/11/2015,GXZ-CU1CU6CU5,26,1,,,6.64,,,0,23.8,6.64,17.16,17.16
10/27/2015,GXZ-CU1CU6CU5,26,1,,,6.52,,,0,23.8,6.52,17.28,17.28
1/9/2016,GXZ-CU1CU6CU5,26,1,1,,,5.1,,0,41.6,5.1,36.5,36.5
4/14/2016,GXZ-CU1CU6CU5,26,1,,,16.39,,,0,23.8,16.39,7.41,7.41
6/13/2016,GXZ-CU1CU6CU5,26,1,,,6.5,,,0,23.8,6.5,17.3,17.3
7/6/2016,GXZ-CU1CU6CU5,26,1,0,0,,15.05,,0,23.8,15.05,8.75,8.75
7/8/2016,GXZ-CU1CU6CU5,26,1,,,,,,1,23.8,0,23.8,23.8
9/23/2016,GXZ-CU1CU6CU5,26,1,,,6.2,,,0,23.8,6.2,17.6,17.6
11/29/2016,GXZ-CU1CU6CU5,26,1,,,4.2,,,0,23.8,4.2,19.6,19.6
1/28/2016,GXZ-CU1CU6CU6,26,,1,,,15.08,,0,17.8,15.08,2.72,2.72
12/4/2014,GXZ-CU1CU6CU7,26,,1,,,8.56,,0,17.8,8.56,9.24,9.24
12/5/2014,GXZ-CU1CU6CU7,26,,1,,,,,1,17.8,0,17.8,17.8
1/24/2015,GXZ-CU1CU6CU7,26,,1,,,,,1,17.8,0,17.8,17.8
6/11/2015,GXZ-CU1CU6CU7,26,,,1,,,3.8,0,7.2,3.8,3.4,3.4
6/12/2015,GXZ-CU1CU6CU7,26,,,1,,,,1,7.2,0,7.2,7.2
6/16/2015,GXZ-CU1CU6CU7,26,,1,,,4.92,,0,17.8,4.92,12.88,12.88
6/18/2015,GXZ-CU1CU6CU7,26,,1,,,4,,0,17.8,4,13.8,13.8
7/10/2015,GXZ-CU1CU6CU7,26,,1,,,4.31,,0,17.8,4.31,13.49,13.49
2/11/2016,GXZ-CU1CU6CU7,26,,1,,,5.48,,0,17.8,5.48,12.32,12.32
7/7/2015,GXZ-CU1CU6CU8,26,2,,,5.1,,,0,47.6,5.1,42.5,42.5
7/16/2015,GXZ-CU1CU6CU8,26,2,,,7.82,,,0,47.6,7.82,39.78,39.78
8/8/2015,GXZ-CU1CU6CU8,26,2,,,8.42,,,0,47.6,8.42,39.18,39.18
10/16/2015,GXZ-CU1CU6CU8,26,2,,,,,,1,47.6,0,47.6,47.6
10/23/2015,GXZ-CU1CU6CU8,26,2,,,,,,1,47.6,0,47.6,47.6
12/7/2015,GXZ-CU1CU6CU8,26,2,,,5.52,,,0,47.6,5.52,42.08,42.08
1/13/2016,GXZ-CU1CU6CU8,26,1,,,5.38,,,0,23.8,5.38,18.42,18.42
1/21/2016,GXZ-CU1CU6CU8,26,1,1,,5.24,,,0,41.6,5.24,36.36,36.36
1/25/2016,GXZ-CU1CU6CU8,26,2,,,5.82,,,0,47.6,5.82,41.78,41.78
2/11/2016,GXZ-CU1CU6CU8,26,2,,,7.32,,,0,47.6,7.32,40.28,40.28
3/22/2016,GXZ-CU1CU6CU8,26,2,,,38.8,,,0,47.6,38.8,8.8,8.8
4/21/2016,GXZ-CU1CU6CU8,26,1,,,15.1,,,0,23.8,15.1,8.7,8.7
8/26/2016,GXZ-CU1CU6CU8,26,1,1,,,22.3,,0,41.6,22.3,19.3,19.3
9/22/2016,GXZ-CU1CU6CU8,26,1,1,,,6.8,,0,41.6,6.8,34.8,34.8
10/2/2016,GXZ-CU1CU6CU8,26,1,1,,,18.2,,0,41.6,18.2,23.4,23.4
9/18/2015,GXZ-CU1CU6CU9,26,,1,,,,,1,17.8,0,17.8,17.8
1/13/2016,GXZ-CU1CU6CU9,26,,1,,,11.24,,0,17.8,11.24,6.56,6.56
6/16/2016,GXZ-CU1CU6CU9,26,,1,,,5.1,,0,17.8,5.1,12.7,12.7
6/21/2016,GXZ-CU1CU6CU9,26,,1,,,8,,0,17.8,8,9.8,9.8
7/2/2016,GXZ-CU1CU6CU9,26,,1,,,4.3,,0,17.8,4.3,13.5,13.5
7/4/2016,GXZ-CU1CU6CU9,15,,,1,,,4.3,0,7.2,4.3,2.9,2.9
7/5/2016,GXZ-CU1CU6CU9,26,,1,,,5.3,,0,17.8,5.3,12.5,12.5
12/6/2014,GXZ-CU1CU7,16,,1,,,,,1,17.8,0,17.8,17.8
12/27/2014,GXZ-CU1CU7,16,1,,,16.04,,,0,23.8,16.04,7.76,7.76
1/8/2015,GXZ-CU1CU7,34,1,,,,,,1,23.8,0,23.8,23.8
1/13/2015,GXZ-CU1CU7,34,1,,,19.15,,,0,23.8,19.15,4.65,4.65
1/29/2015,GXZ-CU1CU7,16,1,,,15.46,,,0,23.8,15.46,8.34,8.34
2/10/2015,GXZ-CU1CU7,34,1,,,,11.8,,0,23.8,11.8,12,12
2/12/2015,GXZ-CU1CU7,34,1,,,10.98,,,0,23.8,10.98,12.82,12.82
2/12/2015,GXZ-CU1CU7,16,1,,,,,,1,23.8,0,23.8,23.8
2/21/2015,GXZ-CU1CU7,16,1,,,,,,1,23.8,0,23.8,23.8
2/27/2015,GXZ-CU1CU7,16,1,,,,,,1,23.8,0,23.8,23.8
2/28/2015,GXZ-CU1CU7,16,1,,,,,,1,23.8,0,23.8,23.8
3/12/2015,GXZ-CU1CU7,16,1,,,,,,1,23.8,0,23.8,23.8
3/14/2015,GXZ-CU1CU7,34,1,,,11.1,,,0,23.8,11.1,12.7,12.7
3/14/2015,GXZ-CU1CU7,16,1,,,,,,1,23.8,0,23.8,23.8
3/16/2015,GXZ-CU1CU7,34,1,,,,,,1,23.8,0,23.8,23.8
3/17/2015,GXZ-CU1CU7,16,1,,,8.13,,,0,23.8,8.13,15.67,15.67
3/27/2015,GXZ-CU1CU7,16,1,,,,,,1,23.8,0,23.8,23.8
6/9/2015,GXZ-CU1CU7,16,,,1,,,8.33,0,7.2,8.33,0,0
7/4/2015,GXZ-CU1CU7,16,1,,,,,,1,23.8,0,23.8,23.8
7/17/2015,GXZ-CU1CU7,16,1,,,,,,1,23.8,0,23.8,23.8
8/3/2015,GXZ-CU1CU7,16,1,,,5.28,,,0,23.8,5.28,18.52,18.52
8/8/2015,GXZ-CU1CU7,16,1,,,5.34,,,0,23.8,5.34,18.46,18.46
8/14/2015,GXZ-CU1CU7,16,1,,,8.74,,,0,23.8,8.74,15.06,15.06
12/14/2015,GXZ-CU1CU7,16,1,,,4.35,,,0,23.8,4.35,19.45,19.45
7/2/2016,GXZ-CU1CU7,16,1,,,,,,1,23.8,0,23.8,23.8
7/8/2016,GXZ-CU1CU7,16,1,,,,,,1,23.8,0,23.8,23.8
8/10/2016,GXZ-CU1CU7,16,1,,,14.5,,,0,23.8,14.5,9.3,9.3
10/8/2016,GXZ-CU1CU7,16,,1,,,7.5,,0,17.8,7.5,10.3,10.3
12/5/2014,GXZ-CU1CU7CU0,26,,1,,,12.96,,0,17.8,12.96,4.84,4.84
1/16/2015,GXZ-CU1CU7CU0,26,,1,,,14.2,,0,17.8,14.2,3.6,3.6
2/20/2015,GXZ-CU1CU7CU0,26,,1,,,12.5,,0,17.8,12.5,5.3,5.3
2/23/2015,GXZ-CU1CU7CU0,26,,1,,,6.56,,0,17.8,6.56,11.24,11.24
3/2/2015,GXZ-CU1CU7CU0,26,,1,,,,,1,17.8,0,17.8,17.8
3/9/2015,GXZ-CU1CU7CU0,26,,1,,,,,1,17.8,0,17.8,17.8
3/14/2015,GXZ-CU1CU7CU0,26,,1,,,,,1,17.8,0,17.8,17.8
7/14/2015,GXZ-CU1CU7CU0,26,,1,,,5.31,,0,17.8,5.31,12.49,12.49
8/3/2015,GXZ-CU1CU7CU0,26,,1,,,5.02,,0,17.8,5.02,12.78,12.78
8/5/2015,GXZ-CU1CU7CU0,26,,1,,,3.41,,0,17.8,3.41,14.39,14.39
9/3/2015,GXZ-CU1CU7CU0,26,,1,,,4.15,,0,17.8,4.15,13.65,13.65
12/2/2015,GXZ-CU1CU7CU0,26,,1,,,5.42,,0,17.8,5.42,12.38,12.38
1/13/2016,GXZ-CU1CU7CU0,26,,1,,,10.92,,0,17.8,10.92,6.88,6.88
7/5/2016,GXZ-CU1CU7CU0,26,,1,,,8.4,,0,17.8,8.4,9.4,9.4
12/5/2014,GXZ-CU1CU7CU1,24,1,1,,18.26,,,0,41.6,18.26,23.34,23.34
12/18/2014,GXZ-CU1CU7CU1,24,1,1,,24.59,,,0,41.6,24.59,17.01,17.01
12/26/2014,GXZ-CU1CU7CU1,24,1,,,,,,1,23.8,0,23.8,23.8
3/7/2015,GXZ-CU1CU7CU1,24,1,1,,,23.1,,0,41.6,23.1,18.5,18.5
6/8/2015,GXZ-CU1CU7CU1,24,,1,,,9.27,,0,17.8,9.27,8.53,8.53
7/2/2015,GXZ-CU1CU7CU1,24,1,1,,,3.15,,0,41.6,3.15,38.45,38.45
7/3/2015,GXZ-CU1CU7CU1,24,1,1,,,9.82,,0,41.6,9.82,31.78,31.78
7/21/2015,GXZ-CU1CU7CU1,24,1,1,,10.02,,,0,41.6,10.02,31.58,31.58
8/20/2015,GXZ-CU1CU7CU1,24,1,1,,,,,1,41.6,0,41.6,41.6
9/28/2015,GXZ-CU1CU7CU1,24,1,1,,16.68,22.28,,0,41.6,38.96,2.64,2.64
10/20/2015,GXZ-CU1CU7CU1,24,1,1,,7.82,,,0,41.6,7.82,33.78,33.78
11/6/2015,GXZ-CU1CU7CU1,24,,1,,,8.15,,0,17.8,8.15,9.65,9.65
12/1/2015,GXZ-CU1CU7CU1,24,,1,,,6.3,,0,17.8,6.3,11.5,11.5
12/26/2015,GXZ-CU1CU7CU1,24,1,1,,10.25,,,0,41.6,10.25,31.35,31.35
7/18/2016,GXZ-CU1CU7CU1,24,1,,,8.2,,,0,23.8,8.2,15.6,15.6
9/22/2016,GXZ-CU1CU7CU1,24,1,,,7.3,,,0,23.8,7.3,16.5,16.5
9/29/2016,GXZ-CU1CU7CU1,24,1,,,12.1,,,0,23.8,12.1,11.7,11.7
10/2/2016,GXZ-CU1CU7CU1,24,1,,,27.9,,,0,23.8,27.9,0,0
6/17/2015,GXZ-CU1CU7CU2,34,1,,,4.32,,,0,23.8,4.32,19.48,19.48
6/17/2015,GXZ-CU1CU7CU2,24,1,,1,,,4.88,0,31,4.88,26.12,26.12
7/1/2015,GXZ-CU1CU7CU2,24,1,,1,,,3.1,0,31,3.1,27.9,27.9
12/10/2014,GXZ-CU1CU7CU3,24,1,1,,,21.86,,0,41.6,21.86,19.74,19.74
12/29/2014,GXZ-CU1CU7CU3,24,1,,,,17.85,,0,23.8,17.85,5.95,5.95
1/21/2015,GXZ-CU1CU7CU3,25,1,1,,,18.8,,0,41.6,18.8,22.8,22.8
3/2/2015,GXZ-CU1CU7CU3,25,1,,,12.32,,,0,23.8,12.32,11.48,11.48
3/13/2015,GXZ-CU1CU7CU3,16,1,,,,,,1,23.8,0,23.8,23.8
3/13/2015,GXZ-CU1CU7CU3,25,1,,,,,,1,23.8,0,23.8,23.8
3/16/2015,GXZ-CU1CU7CU3,25,1,,,,,,1,23.8,0,23.8,23.8
8/20/2015,GXZ-CU1CU7CU3,25,1,,,,,,1,23.8,0,23.8,23.8
1/12/2016,GXZ-CU1CU7CU3,25,1,,,4.85,,,0,23.8,4.85,18.95,18.95
4/18/2016,GXZ-CU1CU7CU3,25,1,,,10.1,,,0,23.8,10.1,13.7,13.7
12/6/2014,GXZ-CU1CU7CU4,24,1,,,34.59,,,0,23.8,34.59,0,0
6/8/2015,GXZ-CU1CU7CU4,24,,1,,,18.57,,0,17.8,18.57,0,0
7/27/2015,GXZ-CU1CU7CU4,24,1,,,23.06,,,0,23.8,23.06,0.74,0.74
9/28/2015,GXZ-CU1CU7CU4,24,1,,,32.51,,,0,23.8,32.51,0,0
10/28/2015,GXZ-CU1CU7CU4,24,1,,,26.13,,,0,23.8,26.13,0,0
11/30/2015,GXZ-CU1CU7CU4,24,,,1,,,9.3,0,7.2,9.3,0,0
8/10/2016,GXZ-CU1CU7CU4,24,1,,1,28.5,,,0,31,28.5,2.5,2.5
10/2/2016,GXZ-CU1CU7CU4,24,1,,,28.4,,,0,23.8,28.4,0,0
11/18/2016,GXZ-CU1CU7CU4,24,,,1,,,12.3,0,7.2,12.3,0,0
12/6/2014,GXZ-CU1CU7CU5,24,,,1,,,10.04,0,7.2,10.04,0,0
1/12/2015,GXZ-CU1CU7CU5,24,,1,,,11.8,,0,17.8,11.8,6,6
1/13/2015,GXZ-CU1CU7CU5,24,,,1,,,8.68,0,7.2,8.68,0,0
2/7/2015,GXZ-CU1CU7CU5,24,,1,,,,,1,17.8,0,17.8,17.8
2/27/2015,GXZ-CU1CU7CU5,24,,1,,,,,1,17.8,0,17.8,17.8
3/4/2015,GXZ-CU1CU7CU5,24,,1,,,5.73,,0,17.8,5.73,12.07,12.07
3/14/2015,GXZ-CU1CU7CU5,24,,1,,,22.7,,0,17.8,22.7,0,0
3/20/2015,GXZ-CU1CU7CU5,24,,1,,,12.78,,0,17.8,12.78,5.02,5.02
3/23/2015,GXZ-CU1CU7CU5,24,,1,,,,,1,17.8,0,17.8,17.8
9/28/2015,GXZ-CU1CU7CU5,24,,,1,,,8.3,0,7.2,8.3,0,0
6/27/2016,GXZ-CU1CU7CU5,24,,1,,,4.5,,0,17.8,4.5,13.3,13.3
11/18/2016,GXZ-CU1CU7CU5,24,,,1,,,12.3,0,7.2,12.3,0,0
1/12/2015,GXZ-CU1CU7CU6,26,1,,,16.02,,,0,23.8,16.02,7.78,7.78
1/27/2015,GXZ-CU1CU7CU6,26,1,,1,13.14,,,0,31,13.14,17.86,17.86
1/30/2015,GXZ-CU1CU7CU6,26,1,,1,9.6,,,0,31,9.6,21.4,21.4
1/30/2015,GXZ-CU1CU7CU6,26,1,,1,,,,1,31,0,31,31
2/23/2015,GXZ-CU1CU7CU6,26,1,,,36.3,,,0,23.8,36.3,0,0
2/26/2015,GXZ-CU1CU7CU6,26,1,,,8.82,,,0,23.8,8.82,14.98,14.98
2/27/2015,GXZ-CU1CU7CU6,26,1,,,10.06,,,0,23.8,10.06,13.74,13.74
3/2/2015,GXZ-CU1CU7CU6,26,1,,,,,,1,23.8,0,23.8,23.8
3/3/2015,GXZ-CU1CU7CU6,26,1,,,10.48,,,0,23.8,10.48,13.32,13.32
3/9/2015,GXZ-CU1CU7CU6,26,1,,,11.59,,,0,23.8,11.59,12.21,12.21
3/14/2015,GXZ-CU1CU7CU6,26,1,,,8.31,,,0,23.8,8.31,15.49,15.49
3/16/2015,GXZ-CU1CU7CU6,26,1,,,8.58,,,0,23.8,8.58,15.22,15.22
3/18/2015,GXZ-CU1CU7CU6,26,1,,,10.13,,,0,23.8,10.13,13.67,13.67
3/20/2015,GXZ-CU1CU7CU6,16,1,,,17.58,,,0,23.8,17.58,6.22,6.22
3/20/2015,GXZ-CU1CU7CU6,26,1,,,8.02,,,0,23.8,8.02,15.78,15.78
3/25/2015,GXZ-CU1CU7CU6,26,1,,,8.49,,,0,23.8,8.49,15.31,15.31
3/26/2015,GXZ-CU1CU7CU6,26,1,,,10.92,,,0,23.8,10.92,12.88,12.88
6/12/2015,GXZ-CU1CU7CU6,26,1,,,4.76,,,0,23.8,4.76,19.04,19.04
6/19/2015,GXZ-CU1CU7CU6,26,1,,,,,,1,23.8,0,23.8,23.8
6/24/2015,GXZ-CU1CU7CU6,26,1,,1,5.53,,,0,31,5.53,25.47,25.47
6/29/2015,GXZ-CU1CU7CU6,26,1,,,5.12,,,0,23.8,5.12,18.68,18.68
6/30/2015,GXZ-CU1CU7CU6,26,1,,,10.11,,,0,23.8,10.11,13.69,13.69
7/2/2015,GXZ-CU1CU7CU6,26,1,,,5.15,,,0,23.8,5.15,18.65,18.65
7/6/2015,GXZ-CU1CU7CU6,26,1,,,6.15,,,0,23.8,6.15,17.65,17.65
7/17/2015,GXZ-CU1CU7CU6,26,1,,,5.12,,,0,23.8,5.12,18.68,18.68
7/22/2015,GXZ-CU1CU7CU6,26,1,,1,,,4.35,0,31,4.35,26.65,26.65
7/31/2015,GXZ-CU1CU7CU6,26,1,,,7.15,,,0,23.8,7.15,16.65,16.65
8/6/2015,GXZ-CU1CU7CU6,26,1,,,7.52,,,0,23.8,7.52,16.28,16.28
8/7/2015,GXZ-CU1CU7CU6,26,1,,,8.1,,,0,23.8,8.1,15.7,15.7
8/13/2015,GXZ-CU1CU7CU6,26,1,,,7.15,,,0,23.8,7.15,16.65,16.65
9/3/2015,GXZ-CU1CU7CU6,26,,1,,9.15,,,0,17.8,9.15,8.65,8.65
9/18/2015,GXZ-CU1CU7CU6,26,1,,,,,,1,23.8,0,23.8,23.8
10/13/2015,GXZ-CU1CU7CU6,26,1,,,,,,1,23.8,0,23.8,23.8
10/27/2015,GXZ-CU1CU7CU6,26,1,,,5.48,,,0,23.8,5.48,18.32,18.32
12/4/2015,GXZ-CU1CU7CU6,26,,1,,,4.08,,0,17.8,4.08,13.72,13.72
12/15/2015,GXZ-CU1CU7CU6,26,1,,,3.35,,,0,23.8,3.35,20.45,20.45
1/13/2016,GXZ-CU1CU7CU6,26,1,,,6.59,,,0,23.8,6.59,17.21,17.21
1/27/2016,GXZ-CU1CU7CU6,26,1,,,4.92,,,0,23.8,4.92,18.88,18.88
2/18/2016,GXZ-CU1CU7CU6,26,1,,,9.8,,,0,23.8,9.8,14,14
3/3/2016,GXZ-CU1CU7CU6,26,1,,,6.37,,,0,23.8,6.37,17.43,17.43
3/10/2016,GXZ-CU1CU7CU6,26,1,,,4.92,,,0,23.8,4.92,18.88,18.88
3/14/2016,GXZ-CU1CU7CU6,26,1,,,7.08,,,0,23.8,7.08,16.72,16.72
3/21/2016,GXZ-CU1CU7CU6,26,1,,,7.1,,,0,23.8,7.1,16.7,16.7
3/22/2016,GXZ-CU1CU7CU6,26,1,,,8.5,,,0,23.8,8.5,15.3,15.3
3/29/2016,GXZ-CU1CU7CU6,26,1,,,8.04,,,0,23.8,8.04,15.76,15.76
6/21/2016,GXZ-CU1CU7CU6,26,1,,,5.2,,,0,23.8,5.2,18.6,18.6
7/2/2016,GXZ-CU1CU7CU6,26,1,,,,,,1,23.8,0,23.8,23.8
7/8/2016,GXZ-CU1CU7CU6,26,1,,,,,,1,23.8,0,23.8,23.8
8/9/2016,GXZ-CU1CU7CU6,26,1,,,8.2,,,0,23.8,8.2,15.6,15.6
8/11/2016,GXZ-CU1CU7CU6,26,1,,,13.4,,,0,23.8,13.4,10.4,10.4
12/11/2014,GXZ-CU1CU7CU7,26,1,1,,,6.81,,0,41.6,6.81,34.79,34.79
12/26/2014,GXZ-CU1CU7CU7,26,1,1,,,,,1,41.6,0,41.6,41.6
12/30/2014,GXZ-CU1CU7CU7,26,1,1,,,10.69,,0,41.6,10.69,30.91,30.91
1/16/2015,GXZ-CU1CU7CU7,26,,1,,,,,1,17.8,0,17.8,17.8
1/27/2015,GXZ-CU1CU7CU7,26,1,1,,,14.94,,0,41.6,14.94,26.66,26.66
1/30/2015,GXZ-CU1CU7CU7,26,1,1,,,14.96,,0,41.6,14.96,26.64,26.64
2/3/2015,GXZ-CU1CU7CU7,26,1,1,,17.1,7.54,,0,41.6,24.64,16.96,16.96
2/16/2015,GXZ-CU1CU7CU7,26,1,,1,11.75,,,0,31,11.75,19.25,19.25
3/2/2015,GXZ-CU1CU7CU7,26,1,,1,,,3.66,0,31,3.66,27.34,27.34
3/7/2015,GXZ-CU1CU7CU7,26,1,,1,18.89,,,0,31,18.89,12.11,12.11
3/9/2015,GXZ-CU1CU7CU7,26,1,,1,,,,1,31,0,31,31
6/12/2015,GXZ-CU1CU7CU7,26,1,,,5.12,,,0,23.8,5.12,18.68,18.68
6/16/2015,GXZ-CU1CU7CU7,26,1,,,6.25,,,0,23.8,6.25,17.55,17.55
6/30/2015,GXZ-CU1CU7CU7,26,1,1,,,10.38,,0,41.6,10.38,31.22,31.22
7/14/2015,GXZ-CU1CU7CU7,26,1,1,,,4.26,,0,41.6,4.26,37.34,37.34
7/24/2015,GXZ-CU1CU7CU7,26,1,1,,,8.35,,0,41.6,8.35,33.25,33.25
7/31/2015,GXZ-CU1CU7CU7,26,1,1,,,7.82,,0,41.6,7.82,33.78,33.78
8/8/2015,GXZ-CU1CU7CU7,26,1,1,,,5.76,,0,41.6,5.76,35.84,35.84
8/22/2015,GXZ-CU1CU7CU7,26,1,1,,,5.44,,0,41.6,5.44,36.16,36.16
10/12/2015,GXZ-CU1CU7CU7,26,1,1,,,6.53,,0,41.6,6.53,35.07,35.07
10/13/2015,GXZ-CU1CU7CU7,26,1,1,,,,,1,41.6,0,41.6,41.6
10/16/2015,GXZ-CU1CU7CU7,26,1,1,,,,,1,41.6,0,41.6,41.6
10/23/2015,GXZ-CU1CU7CU7,26,1,,,,,,1,23.8,0,23.8,23.8
10/27/2015,GXZ-CU1CU7CU7,26,1,1,,,,,1,41.6,0,41.6,41.6
10/30/2015,GXZ-CU1CU7CU7,26,1,,,4.02,,,0,23.8,4.02,19.78,19.78
1/1/2016,GXZ-CU1CU7CU7,26,1,1,,4.01,,,0,41.6,4.01,37.59,37.59
1/11/2016,GXZ-CU1CU7CU7,26,1,1,,,4.2,,0,41.6,4.2,37.4,37.4
8/22/2015,GXZ-CU1CU7CU8,25,1,,,3.16,,,0,23.8,3.16,20.64,20.64
12/22/2015,GXZ-CU1CU7CU8,25,1,1,,,5.17,,0,41.6,5.17,36.43,36.43
2/2/2016,GXZ-CU1CU7CU8,25,1,,,8.92,,,0,23.8,8.92,14.88,14.88
10/2/2016,GXZ-CU1CU7CU8,25,,1,,,25.1,,0,17.8,25.1,0,0
10/26/2016,GXZ-CU1CU7CU8,25,,,1,,,5,0,7.2,5,2.2,2.2
6/22/2015,GXZ-CU1CU7CU9,25,1,,,,,,1,23.8,0,23.8,23.8
10/2/2016,GXZ-CU1CU7CU9,25,,1,,,28.4,,0,17.8,28.4,0,0
2/21/2015,GXZ-CU1CU8,16,,1,,,,,1,17.8,0,17.8,17.8
6/8/2015,GXZ-CU1CU8,16,,,1,,,13.12,0,7.2,13.12,0,0
6/18/2015,GXZ-CU1CU8,16,,1,,,5.88,,0,17.8,5.88,11.92,11.92
8/5/2015,GXZ-CU1CU8,16,,1,,,4.31,,0,17.8,4.31,13.49,13.49
1/12/2015,GXZ-CU1CU8CU0,25,1,,,28.82,,,0,23.8,28.82,0,0
2/10/2015,GXZ-CU1CU8CU0,25,1,,,33.86,,,0,23.8,33.86,0,0
9/26/2015,GXZ-CU1CU8CU0,25,1,,,8.79,,,0,23.8,8.79,15.01,15.01
10/5/2015,GXZ-CU1CU8CU0,25,1,,,38.1,,,0,23.8,38.1,0,0
10/6/2015,GXZ-CU1CU8CU0,25,1,,,27.2,,,0,23.8,27.2,0,0
1/7/2016,GXZ-CU1CU8CU0,25,1,,,23.1,,,0,23.8,23.1,0.7,0.7
1/30/2016,GXZ-CU1CU8CU0,25,1,,,24.76,,,0,23.8,24.76,0,0
4/2/2016,GXZ-CU1CU8CU0,25,1,,,28.24,,,0,23.8,28.24,0,0
7/13/2016,GXZ-CU1CU8CU0,25,1,,,30.1,,,0,23.8,30.1,0,0
9/29/2016,GXZ-CU1CU8CU0,25,1,,,7.1,,,0,23.8,7.1,16.7,16.7
10/2/2016,GXZ-CU1CU8CU0,25,,1,,,29.1,,0,17.8,29.1,0,0
11/28/2016,GXZ-CU1CU8CU0,25,1,,,,,,1,23.8,0,23.8,23.8
12/5/2014,GXZ-CU1CU8CU1,25,1,1,,,,,1,41.6,0,41.6,41.6
