Ben_Date,School_Id_Masked,Route_Index,V_rice_big,V_rice_med,V_rice_sma,W_rice_big,W_rice_med,W_rice_sma,censored,Total_Inventory_KG,Total_Returns_KG,Total_Consumption_KG,Mixed_Demand
3/24/2015,KYZ-CU1CU1CU5,11,,1,,,6.64,,0,17.8,6.64,11.16,11.16
6/17/2015,KYZ-CU1CU1CU5,11,,1,,,4.92,,0,17.8,4.92,12.88,12.88
6/18/2015,KYZ-CU1CU1CU5,11,,1,,,5.1,,0,17.8,5.1,12.7,12.7
6/19/2015,KYZ-CU1CU1CU5,12,,,1,,,,1,7.2,0,7.2,7.2
6/19/2015,KYZ-CU1CU1CU5,11,,1,,,5.43,,0,17.8,5.43,12.37,12.37
6/20/2015,KYZ-CU1CU1CU5,11,,1,,,6.57,,0,17.8,6.57,11.23,11.23
6/24/2015,KYZ-CU1CU1CU5,11,,1,,,6.43,,0,17.8,6.43,11.37,11.37
6/29/2015,KYZ-CU1CU1CU5,11,,1,,,5.76,,0,17.8,5.76,12.04,12.04
6/30/2015,KYZ-CU1CU1CU5,11,,1,,,5.82,,0,17.8,5.82,11.98,11.98
7/3/2015,KYZ-CU1CU1CU5,11,,1,,,4.97,,0,17.8,4.97,12.83,12.83
7/4/2015,KYZ-CU1CU1CU5,11,,1,,,4.98,,0,17.8,4.98,12.82,12.82
7/7/2015,KYZ-CU1CU1CU5,11,,1,,,4.15,,0,17.8,4.15,13.65,13.65
7/8/2015,KYZ-CU1CU1CU5,11,,1,,,3.54,,0,17.8,3.54,14.26,14.26
7/13/2015,KYZ-CU1CU1CU5,11,,1,,,5.82,,0,17.8,5.82,11.98,11.98
7/17/2015,KYZ-CU1CU1CU5,11,,1,,,5.86,,0,17.8,5.86,11.94,11.94
7/23/2015,KYZ-CU1CU1CU5,11,,1,,,5.75,,0,17.8,5.75,12.05,12.05
10/5/2015,KYZ-CU1CU1CU5,11,,1,,,11.9,,0,17.8,11.9,5.9,5.9
10/6/2015,KYZ-CU1CU1CU5,11,,1,,,12.25,,0,17.8,12.25,5.55,5.55
10/16/2015,KYZ-CU1CU1CU5,11,,1,,,4.1,,0,17.8,4.1,13.7,13.7
10/30/2015,KYZ-CU1CU1CU5,11,,1,,,5.17,,0,17.8,5.17,12.63,12.63
4/4/2016,KYZ-CU1CU1CU5,11,,1,,,,,1,17.8,0,17.8,17.8
4/6/2016,KYZ-CU1CU1CU5,11,,1,,,3.04,,0,17.8,3.04,14.76,14.76
7/11/2016,KYZ-CU1CU1CU5,11,,1,,,6.8,,0,17.8,6.8,11,11
7/12/2016,KYZ-CU1CU1CU5,11,,1,,,11.4,,0,17.8,11.4,6.4,6.4
7/19/2016,KYZ-CU1CU1CU5,11,,1,,,10.3,,0,17.8,10.3,7.5,7.5
7/28/2016,KYZ-CU1CU1CU5,11,,1,,,8.5,,0,17.8,8.5,9.3,9.3
8/9/2016,KYZ-CU1CU1CU5,11,,1,,,8.8,,0,17.8,8.8,9,9
11/18/2016,KYZ-CU1CU1CU5,11,,,1,,,13.2,0,7.2,13.2,0,0
12/19/2014,KYZ-CU1CU1CU6,21,,1,,,,,1,17.8,0,17.8,17.8
1/28/2015,KYZ-CU1CU1CU6,21,,1,,,6.02,,0,17.8,6.02,11.78,11.78
2/19/2015,KYZ-CU1CU1CU6,21,,1,,,8.65,,0,17.8,8.65,9.15,9.15
2/21/2015,KYZ-CU1CU1CU6,21,,1,,,,,1,17.8,0,17.8,17.8
3/9/2015,KYZ-CU1CU1CU6,21,,1,,,12.87,,0,17.8,12.87,4.93,4.93
3/10/2015,KYZ-CU1CU1CU6,21,,1,,,8.32,,0,17.8,8.32,9.48,9.48
3/17/2015,KYZ-CU1CU1CU6,21,,1,,,,,1,17.8,0,17.8,17.8
6/11/2015,KYZ-CU1CU1CU6,21,,1,,,10.15,,0,17.8,10.15,7.65,7.65
8/25/2015,KYZ-CU1CU1CU6,21,,1,,,5.25,,0,17.8,5.25,12.55,12.55
9/8/2015,KYZ-CU1CU1CU6,21,,1,,,5.16,,0,17.8,5.16,12.64,12.64
9/18/2015,KYZ-CU1CU1CU6,21,1,,,,,,1,23.8,0,23.8,23.8
10/10/2015,KYZ-CU1CU1CU6,21,,1,,,6.41,,0,17.8,6.41,11.39,11.39
1/29/2016,KYZ-CU1CU1CU6,21,,1,,,,,1,17.8,0,17.8,17.8
2/6/2016,KYZ-CU1CU1CU6,21,,1,,,4.12,,0,17.8,4.12,13.68,13.68
2/26/2016,KYZ-CU1CU1CU6,21,,1,,,3.15,,0,17.8,3.15,14.65,14.65
3/1/2016,KYZ-CU1CU1CU6,21,,1,,,8.34,,0,17.8,8.34,9.46,9.46
3/1/2016,KYZ-CU1CU1CU6,12,,,1,,,4.52,0,7.2,4.52,2.68,2.68
3/8/2016,KYZ-CU1CU1CU6,21,,1,,,,,1,17.8,0,17.8,17.8
3/22/2016,KYZ-CU1CU1CU6,21,,,1,,,6.2,0,7.2,6.2,1,1
7/29/2016,KYZ-CU1CU1CU6,21,,1,,,4.95,,0,17.8,4.95,12.85,12.85
9/1/2016,KYZ-CU1CU1CU6,21,,1,,,8.4,,0,17.8,8.4,9.4,9.4
9/9/2016,KYZ-CU1CU1CU6,21,,1,,,9,,0,17.8,9,8.8,8.8
10/4/2016,KYZ-CU1CU1CU6,21,,1,,,8,,0,17.8,8,9.8,9.8
10/6/2016,KYZ-CU1CU1CU6,21,,1,,,,,1,17.8,0,17.8,17.8
10/18/2016,KYZ-CU1CU1CU6,21,,1,,,7.7,,0,17.8,7.7,10.1,10.1
10/21/2016,KYZ-CU1CU1CU6,21,,1,,,7.5,,0,17.8,7.5,10.3,10.3
10/22/2016,KYZ-CU1CU1CU6,21,,1,,,7.8,,0,17.8,7.8,10,10
11/25/2016,KYZ-CU1CU1CU6,21,,1,,,,,1,17.8,0,17.8,17.8
10/5/2015,KYZ-CU1CU1CU7,10,1,,,14.45,,,0,23.8,14.45,9.35,9.35
10/13/2015,KYZ-CU1CU1CU7,10,1,,,9.83,,,0,23.8,9.83,13.97,13.97
11/6/2015,KYZ-CU1CU1CU7,10,1,1,,,5.7,,0,41.6,5.7,35.9,35.9
12/7/2015,KYZ-CU1CU1CU7,10,1,2,,,,,1,59.4,0,59.4,59.4
1/8/2016,KYZ-CU1CU1CU7,10,1,2,,,,,1,59.4,0,59.4,59.4
1/13/2016,KYZ-CU1CU1CU7,10,1,2,,,13.29,,0,59.4,13.29,46.11,46.11
1/22/2016,KYZ-CU1CU1CU7,10,1,2,,,5.08,,0,59.4,5.08,54.32,54.32
1/29/2016,KYZ-CU1CU1CU7,10,1,2,,,5.24,,0,59.4,5.24,54.16,54.16
1/30/2016,KYZ-CU1CU1CU7,10,1,2,,,3.52,,0,59.4,3.52,55.88,55.88
2/12/2016,KYZ-CU1CU1CU7,10,1,1,,,10.94,,0,41.6,10.94,30.66,30.66
3/5/2016,KYZ-CU1CU1CU7,10,1,1,,6.32,,,0,41.6,6.32,35.28,35.28
3/15/2016,KYZ-CU1CU1CU7,10,1,1,,,,,1,41.6,0,41.6,41.6
3/31/2016,KYZ-CU1CU1CU7,10,1,1,,8.7,,,0,41.6,8.7,32.9,32.9
6/17/2016,KYZ-CU1CU1CU7,10,2,,,3.2,,,0,47.6,3.2,44.4,44.4
6/20/2016,KYZ-CU1CU1CU7,10,2,,,7.35,,,0,47.6,7.35,40.25,40.25
6/21/2016,KYZ-CU1CU1CU7,10,2,,,6.1,,,0,47.6,6.1,41.5,41.5
6/25/2016,KYZ-CU1CU1CU7,10,2,,,7.2,,,0,47.6,7.2,40.4,40.4
7/21/2016,KYZ-CU1CU1CU7,10,1,1,,,8.6,,0,41.6,8.6,33,33
7/30/2016,KYZ-CU1CU1CU7,10,1,1,,,15.1,,0,41.6,15.1,26.5,26.5
10/15/2016,KYZ-CU1CU1CU7,10,,2,,,15.25,,0,35.6,15.25,20.35,20.35
11/18/2016,KYZ-CU1CU1CU7,10,,2,,,12.1,,0,35.6,12.1,23.5,23.5
11/19/2016,KYZ-CU1CU1CU7,10,,2,,,16.2,,0,35.6,16.2,19.4,19.4
1/9/2016,KYZ-CU1CU1CU8,9,,1,,,3.26,,0,17.8,3.26,14.54,14.54
12/6/2014,KYZ-CU1CU1CU9,29,1,1,,8.83,,,0,41.6,8.83,32.77,32.77
7/29/2015,KYZ-CU1CU1CU9,29,,,1,,,11.96,0,7.2,11.96,0,0
11/18/2016,KYZ-CU1CU1CU9,29,1,,,24.8,,,0,23.8,24.8,0,0
2/3/2015,KYZ-CU1CU2,35,1,,,,,,1,23.8,0,23.8,23.8
2/5/2015,KYZ-CU1CU2,35,1,,,15.5,,,0,23.8,15.5,8.3,8.3
2/24/2015,KYZ-CU1CU2,35,1,,,15.45,,,0,23.8,15.45,8.35,8.35
3/17/2015,KYZ-CU1CU2,35,1,,,,,,1,23.8,0,23.8,23.8
3/23/2015,KYZ-CU1CU2,35,,1,,,,,1,17.8,0,17.8,17.8
6/8/2015,KYZ-CU1CU2,35,,,1,,,11.21,0,7.2,11.21,0,0
9/28/2015,KYZ-CU1CU2,35,,1,1,,22.58,12.59,0,25,35.17,0,0
2/8/2016,KYZ-CU1CU2,35,,1,,,7.79,,0,17.8,7.79,10.01,10.01
2/23/2016,KYZ-CU1CU2,35,,1,,,,,1,17.8,0,17.8,17.8
9/9/2016,KYZ-CU1CU2,35,,1,,,8.4,,0,17.8,8.4,9.4,9.4
12/4/2014,KYZ-CU1CU2CU0,5,,1,,,7.55,,0,17.8,7.55,10.25,10.25
1/6/2015,KYZ-CU1CU2CU0,5,,1,,,,,1,17.8,0,17.8,17.8
2/13/2015,KYZ-CU1CU2CU0,5,,1,,,,,1,17.8,0,17.8,17.8
2/23/2015,KYZ-CU1CU2CU0,5,,1,,,22.33,,0,17.8,22.33,0,0
2/28/2015,KYZ-CU1CU2CU0,5,,1,,,22.89,,0,17.8,22.89,0,0
8/29/2016,KYZ-CU1CU2CU0,5,,,1,,,8.7,0,7.2,8.7,0,0
12/30/2014,KYZ-CU1CU2CU1,9,,1,,,,,1,17.8,0,17.8,17.8
2/10/2016,KYZ-CU1CU2CU1,9,,1,,,,,1,17.8,0,17.8,17.8
11/19/2016,KYZ-CU1CU2CU1,9,,,1,,,12.6,0,7.2,12.6,0,0
3/20/2015,KYZ-CU1CU2CU2,5,,1,,,,,1,17.8,0,17.8,17.8
1/13/2015,KYZ-CU1CU2CU3,7,,1,,,15.86,,0,17.8,15.86,1.94,1.94
10/26/2015,KYZ-CU1CU2CU3,7,,1,,,15.25,,0,17.8,15.25,2.55,2.55
10/14/2016,KYZ-CU1CU2CU3,7,,1,,,7.15,,0,17.8,7.15,10.65,10.65
11/18/2016,KYZ-CU1CU2CU3,7,,1,,,11.2,,0,17.8,11.2,6.6,6.6
11/19/2016,KYZ-CU1CU2CU3,7,,1,,,15.7,,0,17.8,15.7,2.1,2.1
12/19/2014,KYZ-CU1CU2CU4,21,,1,,,,,1,17.8,0,17.8,17.8
2/16/2015,KYZ-CU1CU2CU4,21,,1,,,20.64,,0,17.8,20.64,0,0
3/9/2015,KYZ-CU1CU2CU4,21,,1,,,,,1,17.8,0,17.8,17.8
3/20/2015,KYZ-CU1CU2CU4,21,,1,,,,,1,17.8,0,17.8,17.8
3/30/2015,KYZ-CU1CU2CU4,21,,1,,,11.35,,0,17.8,11.35,6.45,6.45
10/16/2015,KYZ-CU1CU2CU4,21,,1,,,6.76,,0,17.8,6.76,11.04,11.04
10/2/2016,KYZ-CU1CU2CU4,21,,1,,,14.2,,0,17.8,14.2,3.6,3.6
10/7/2016,KYZ-CU1CU2CU4,21,,,1,,8.3,,0,7.2,8.3,0,0
11/18/2016,KYZ-CU1CU2CU4,21,,,1,,,13.1,0,7.2,13.1,0,0
10/14/2015,KYZ-CU1CU2CU5,35,1,,,,,,1,23.8,0,23.8,23.8
12/7/2015,KYZ-CU1CU2CU5,35,1,,,4.37,,,0,23.8,4.37,19.43,19.43
12/30/2015,KYZ-CU1CU2CU5,35,1,,1,22.37,,,0,31,22.37,8.63,8.63
4/14/2016,KYZ-CU1CU2CU5,35,1,,,32.08,,,0,23.8,32.08,0,0
12/23/2014,KYZ-CU1CU2CU6,10,1,1,,,13.65,,0,41.6,13.65,27.95,27.95
7/27/2015,KYZ-CU1CU2CU6,10,1,1,,10.48,,,0,41.6,10.48,31.12,31.12
8/24/2015,KYZ-CU1CU2CU6,10,1,1,,21.15,,,0,41.6,21.15,20.45,20.45
10/21/2015,KYZ-CU1CU2CU6,10,1,1,,,,8.85,0,41.6,8.85,32.75,32.75
12/2/2015,KYZ-CU1CU2CU6,10,1,,,10.21,,,0,23.8,10.21,13.59,13.59
4/1/2016,KYZ-CU1CU2CU6,10,1,1,,,8.2,,0,41.6,8.2,33.4,33.4
10/4/2016,KYZ-CU1CU2CU6,10,1,,,8.15,,,0,23.8,8.15,15.65,15.65
6/17/2015,KYZ-CU1CU2CU7,20,,1,,,3.98,,0,17.8,3.98,13.82,13.82
6/23/2015,KYZ-CU1CU2CU7,20,,1,,,15.12,,0,17.8,15.12,2.68,2.68
8/8/2015,KYZ-CU1CU2CU7,20,,1,,,5.1,,0,17.8,5.1,12.7,12.7
8/14/2015,KYZ-CU1CU2CU7,20,,1,,,4.25,,0,17.8,4.25,13.55,13.55
8/31/2015,KYZ-CU1CU2CU7,20,,1,,,10.21,,0,17.8,10.21,7.59,7.59
6/9/2016,KYZ-CU1CU2CU7,20,,,1,,,7.8,0,7.2,7.8,0,0
9/1/2016,KYZ-CU1CU2CU7,20,,,1,,,9.3,0,7.2,9.3,0,0
10/2/2016,KYZ-CU1CU2CU7,20,,,1,,,7.1,0,7.2,7.1,0.1,0.1
10/24/2016,KYZ-CU1CU2CU7,20,,,1,,,8.1,0,7.2,8.1,0,0
11/18/2016,KYZ-CU1CU2CU7,20,,,1,,25.8,,0,7.2,25.8,0,0
11/19/2016,KYZ-CU1CU2CU7,20,,,1,,,12.3,0,7.2,12.3,0,0
1/19/2015,KYZ-CU1CU2CU8,11,,,1,,,4.12,0,7.2,4.12,3.08,3.08
2/16/2015,KYZ-CU1CU2CU8,11,,,1,,,5.8,0,7.2,5.8,1.4,1.4
3/20/2015,KYZ-CU1CU2CU8,11,,,1,,,,1,7.2,0,7.2,7.2
11/7/2015,KYZ-CU1CU2CU8,11,,,1,,,3.58,0,7.2,3.58,3.62,3.62
12/7/2015,KYZ-CU1CU2CU8,11,,,1,,,4.39,0,7.2,4.39,2.81,2.81
3/17/2016,KYZ-CU1CU2CU8,11,,,1,,,4.1,0,7.2,4.1,3.1,3.1
4/16/2016,KYZ-CU1CU2CU8,11,,,1,,,5.6,0,7.2,5.6,1.6,1.6
6/6/2016,KYZ-CU1CU2CU8,11,,,1,,,10.4,0,7.2,10.4,0,0
12/19/2014,KYZ-CU1CU2CU9,5,1,,,,,,1,23.8,0,23.8,23.8
12/6/2014,KYZ-CU1CU3,20,,1,,,21.39,,0,17.8,21.39,0,0
12/28/2015,KYZ-CU1CU3,20,,1,,,4.32,,0,17.8,4.32,13.48,13.48
1/22/2016,KYZ-CU1CU3,20,,1,,,4.76,,0,17.8,4.76,13.04,13.04
3/14/2016,KYZ-CU1CU3,20,,1,,,5.4,,0,17.8,5.4,12.4,12.4
6/21/2016,KYZ-CU1CU3,20,,1,,,3.4,,0,17.8,3.4,14.4,14.4
6/21/2016,KYZ-CU1CU3,12,,,1,,,5.27,0,7.2,5.27,1.93,1.93
1/13/2015,KYZ-CU1CU3CU0,7,1,,,14.1,,,0,23.8,14.1,9.7,9.7
3/7/2015,KYZ-CU1CU3CU0,7,1,,,33.38,,,0,23.8,33.38,0,0
3/31/2015,KYZ-CU1CU3CU0,7,1,,,32.18,,,0,23.8,32.18,0,0
8/26/2016,KYZ-CU1CU3CU0,7,1,,,30.1,,,0,23.8,30.1,0,0
10/2/2016,KYZ-CU1CU3CU0,7,,1,,,32.8,,0,17.8,32.8,0,0
10/4/2016,KYZ-CU1CU3CU0,7,1,,,8.4,,,0,23.8,8.4,15.4,15.4
9/1/2016,KYZ-CU1CU3CU1,20,2,,,28.4,,,0,47.6,28.4,19.2,19.2
10/2/2016,KYZ-CU1CU3CU1,20,2,,,32.6,,,0,47.6,32.6,15,15
10/14/2016,KYZ-CU1CU3CU1,20,2,,,10.15,,,0,47.6,10.15,37.45,37.45
3/30/2015,KYZ-CU1CU4,29,,,1,,,9.47,0,7.2,9.47,0,0
6/7/2016,KYZ-CU1CU4,29,,,1,,,4.02,0,7.2,4.02,3.18,3.18
12/6/2014,KYZ-CU1CU5,20,1,,,39.2,,,0,23.8,39.2,0,0
3/2/2015,KYZ-CU1CU5,20,1,,,30.24,,,0,23.8,30.24,0,0
3/9/2015,KYZ-CU1CU5,20,1,,,28.99,,,0,23.8,28.99,0,0
4/12/2016,KYZ-CU1CU5,20,1,,,8.28,,,0,23.8,8.28,15.52,15.52
1/8/2015,KYZ-CU1CU6,5,1,1,,14.83,,,0,41.6,14.83,26.77,26.77
2/3/2015,KYZ-CU1CU6,5,1,1,,15.6,,,0,41.6,15.6,26,26
2/9/2015,KYZ-CU1CU6,5,1,1,,20.04,,,0,41.6,20.04,21.56,21.56
2/11/2015,KYZ-CU1CU6,5,1,,,3.87,,,0,23.8,3.87,19.93,19.93
2/13/2015,KYZ-CU1CU6,5,1,,,,,,1,23.8,0,23.8,23.8
2/16/2015,KYZ-CU1CU6,5,1,,1,,,,1,31,0,31,31
2/18/2015,KYZ-CU1CU6,5,1,,1,,,,1,31,0,31,31
6/18/2015,KYZ-CU1CU6,5,1,,1,,,,1,31,0,31,31
12/6/2014,KYZ-CU1CU7,35,1,,,29.37,,,0,23.8,29.37,0,0
12/9/2014,KYZ-CU1CU7,35,1,,,10.86,,,0,23.8,10.86,12.94,12.94
12/11/2014,KYZ-CU1CU7,35,1,,,12.53,,,0,23.8,12.53,11.27,11.27
1/6/2015,KYZ-CU1CU7,35,1,,,9.65,,,0,23.8,9.65,14.15,14.15
1/28/2015,KYZ-CU1CU7,35,1,,,,,,1,23.8,0,23.8,23.8
2/11/2015,KYZ-CU1CU7,35,1,,,10.56,,,0,23.8,10.56,13.24,13.24
2/26/2015,KYZ-CU1CU7,35,1,,,8.96,,,0,23.8,8.96,14.84,14.84
7/17/2015,KYZ-CU1CU7,35,1,1,,6.17,,,0,41.6,6.17,35.43,35.43
3/21/2016,KYZ-CU1CU7,35,1,1,,,9.6,,0,41.6,9.6,32,32
8/26/2016,KYZ-CU1CU7,35,1,1,,,22.1,,0,41.6,22.1,19.5,19.5
9/9/2016,KYZ-CU1CU7,35,1,1,,,7.2,,0,41.6,7.2,34.4,34.4
10/2/2016,KYZ-CU1CU7,35,1,,,24.2,,,0,23.8,24.2,0,0
12/11/2014,KYZ-CU1CU8,5,1,1,,,17.14,,0,41.6,17.14,24.46,24.46
3/9/2015,KYZ-CU1CU8,5,2,,,30.88,,,0,47.6,30.88,16.72,16.72
6/30/2015,KYZ-CU1CU8,5,1,1,,20.89,,,0,41.6,20.89,20.71,20.71
10/26/2015,KYZ-CU1CU8,5,1,1,,25.62,,,0,41.6,25.62,15.98,15.98
4/14/2016,KYZ-CU1CU8,5,1,,,21.32,,,0,23.8,21.32,2.48,2.48
12/16/2014,KYZ-CU1CU9,35,,1,,,9.79,,0,17.8,9.79,8.01,8.01
12/19/2014,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
12/23/2014,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
12/24/2014,KYZ-CU1CU9,35,2,1,,19.98,10.74,,0,65.4,30.72,34.68,34.68
12/29/2014,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
1/2/2015,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
1/5/2015,KYZ-CU1CU9,35,,1,,,16.54,,0,17.8,16.54,1.26,1.26
1/20/2015,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
1/22/2015,KYZ-CU1CU9,35,,1,,,6.29,,0,17.8,6.29,11.51,11.51
1/23/2015,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
1/29/2015,KYZ-CU1CU9,35,,1,,,14.22,,0,17.8,14.22,3.58,3.58
1/31/2015,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
2/3/2015,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
2/5/2015,KYZ-CU1CU9,35,,1,,,10.05,,0,17.8,10.05,7.75,7.75
2/9/2015,KYZ-CU1CU9,35,,1,,,8.92,,0,17.8,8.92,8.88,8.88
2/16/2015,KYZ-CU1CU9,35,,1,,,11.28,,0,17.8,11.28,6.52,6.52
2/18/2015,KYZ-CU1CU9,35,,1,,,13.28,,0,17.8,13.28,4.52,4.52
2/21/2015,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
2/23/2015,KYZ-CU1CU9,35,,1,,,6.5,,0,17.8,6.5,11.3,11.3
2/24/2015,KYZ-CU1CU9,35,,1,,,8.3,,0,17.8,8.3,9.5,9.5
2/25/2015,KYZ-CU1CU9,35,,1,,,15.88,,0,17.8,15.88,1.92,1.92
2/26/2015,KYZ-CU1CU9,35,,1,,,10.66,,0,17.8,10.66,7.14,7.14
3/2/2015,KYZ-CU1CU9,35,,1,,,7.9,,0,17.8,7.9,9.9,9.9
3/3/2015,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
3/4/2015,KYZ-CU1CU9,35,,1,,,6.95,,0,17.8,6.95,10.85,10.85
3/9/2015,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
3/10/2015,KYZ-CU1CU9,35,,1,,,8.88,,0,17.8,8.88,8.92,8.92
3/13/2015,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
3/14/2015,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
3/17/2015,KYZ-CU1CU9,35,,1,,,8.75,,0,17.8,8.75,9.05,9.05
3/20/2015,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
3/23/2015,KYZ-CU1CU9,35,,1,,,8.34,,0,17.8,8.34,9.46,9.46
3/26/2015,KYZ-CU1CU9,35,,1,,,8.54,,0,17.8,8.54,9.26,9.26
3/27/2015,KYZ-CU1CU9,35,,1,,,6.73,,0,17.8,6.73,11.07,11.07
6/22/2015,KYZ-CU1CU9,35,,1,,,3.88,,0,17.8,3.88,13.92,13.92
6/23/2015,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
8/7/2015,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
8/11/2015,KYZ-CU1CU9,35,,1,,,5.46,,0,17.8,5.46,12.34,12.34
9/15/2015,KYZ-CU1CU9,35,,1,,,14.28,,0,17.8,14.28,3.52,3.52
9/19/2015,KYZ-CU1CU9,35,,1,,,5.89,,0,17.8,5.89,11.91,11.91
10/1/2015,KYZ-CU1CU9,35,,1,,,7.26,,0,17.8,7.26,10.54,10.54
10/15/2015,KYZ-CU1CU9,35,,1,,,3.38,,0,17.8,3.38,14.42,14.42
10/19/2015,KYZ-CU1CU9,35,,1,,,5.28,,0,17.8,5.28,12.52,12.52
10/23/2015,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
12/2/2015,KYZ-CU1CU9,35,,,1,,,3.52,0,7.2,3.52,3.68,3.68
12/4/2015,KYZ-CU1CU9,35,,,1,,,3.73,0,7.2,3.73,3.47,3.47
12/7/2015,KYZ-CU1CU9,35,,,1,,,3.58,0,7.2,3.58,3.62,3.62
12/18/2015,KYZ-CU1CU9,35,,1,,,3.76,,0,17.8,3.76,14.04,14.04
2/5/2016,KYZ-CU1CU9,35,,1,,,4.82,,0,17.8,4.82,12.98,12.98
2/8/2016,KYZ-CU1CU9,35,,1,,,7.04,,0,17.8,7.04,10.76,10.76
2/9/2016,KYZ-CU1CU9,35,,1,,,5.84,,0,17.8,5.84,11.96,11.96
2/11/2016,KYZ-CU1CU9,35,,1,,,4.25,,0,17.8,4.25,13.55,13.55
2/15/2016,KYZ-CU1CU9,35,,1,,,3.27,,0,17.8,3.27,14.53,14.53
2/18/2016,KYZ-CU1CU9,35,,1,,,4.8,,0,17.8,4.8,13,13
2/25/2016,KYZ-CU1CU9,35,0,1,0,,4.32,,0,17.8,4.32,13.48,13.48
3/5/2016,KYZ-CU1CU9,35,,1,,,4.08,,0,17.8,4.08,13.72,13.72
3/11/2016,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
3/11/2016,KYZ-CU1CU9,12,,,1,,,4.27,0,7.2,4.27,2.93,2.93
3/14/2016,KYZ-CU1CU9,35,,1,,,5.98,,0,17.8,5.98,11.82,11.82
3/18/2016,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
3/28/2016,KYZ-CU1CU9,35,,1,,,7.1,,0,17.8,7.1,10.7,10.7
3/31/2016,KYZ-CU1CU9,35,,1,,,6.7,,0,17.8,6.7,11.1,11.1
4/16/2016,KYZ-CU1CU9,35,,1,,,9.2,,0,17.8,9.2,8.6,8.6
7/4/2016,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
7/5/2016,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
7/7/2016,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
7/15/2016,KYZ-CU1CU9,35,,1,,,,,1,17.8,0,17.8,17.8
7/25/2016,KYZ-CU1CU9,35,,1,,,7.5,,0,17.8,7.5,10.3,10.3
8/4/2016,KYZ-CU1CU9,35,,1,,,4.25,,0,17.8,4.25,13.55,13.55
8/27/2016,KYZ-CU1CU9,35,,1,,,10.4,,0,17.8,10.4,7.4,7.4
9/6/2016,KYZ-CU1CU9,35,,1,,,9.1,,0,17.8,9.1,8.7,8.7
9/27/2016,KYZ-CU1CU9,35,,1,,,6.2,,0,17.8,6.2,11.6,11.6
10/2/2016,KYZ-CU1CU9,35,,,1,,,10.1,0,7.2,10.1,0,0
11/18/2016,KYZ-CU1CU9,35,,,1,,,6,0,7.2,6,1.2,1.2
6/9/2015,KYZ-CU2,21,,1,,,7.56,,0,17.8,7.56,10.24,10.24
7/1/2015,KYZ-CU2,21,,1,,,3.21,,0,17.8,3.21,14.59,14.59
9/23/2015,KYZ-CU2,21,,1,,,6.27,,0,17.8,6.27,11.53,11.53
6/13/2016,KYZ-CU2,21,1,,,8.1,,,0,23.8,8.1,15.7,15.7
6/14/2016,KYZ-CU2,21,,1,,,5.15,,0,17.8,5.15,12.65,12.65
6/21/2016,KYZ-CU2,21,,1,,,7.4,,0,17.8,7.4,10.4,10.4
7/6/2016,KYZ-CU2,21,0,1,0,,14.5,,0,17.8,14.5,3.3,3.3
12/6/2014,KYZ-CU2CU0,20,,,1,,,9.37,0,7.2,9.37,0,0
2/9/2015,KYZ-CU2CU0,20,,1,,,16.2,,0,17.8,16.2,1.6,1.6
2/10/2015,KYZ-CU2CU0,20,,1,,,14.8,,0,17.8,14.8,3,3
2/11/2015,KYZ-CU2CU0,20,,1,,,5.86,,0,17.8,5.86,11.94,11.94
2/12/2015,KYZ-CU2CU0,20,,1,,,,,1,17.8,0,17.8,17.8
2/13/2015,KYZ-CU2CU0,20,,1,,,,,1,17.8,0,17.8,17.8
3/20/2015,KYZ-CU2CU0,20,,1,,,,,1,17.8,0,17.8,17.8
6/23/2015,KYZ-CU2CU0,20,,1,,,4.65,,0,17.8,4.65,13.15,13.15
12/8/2015,KYZ-CU2CU0,20,,1,,,3.75,,0,17.8,3.75,14.05,14.05
10/24/2016,KYZ-CU2CU0,20,,,1,,,,1,7.2,0,7.2,7.2
