"","id_x","Retain","alexa_rank","average_product_price","common_crawl_pagerank","platform_rank","product_images","product_images_created_30","product_images_created_365","product_images_created_90","product_variants","products_sold","rank","vendor_count","age","combined_followers","facebook_followers","facebook_followers_90d","instagram_followers","instagram_followers_90d","instagram_posts","estimated_monthly_sales","monthly_app_spend","installed_apps_count","category_firstcat_Apparel","category_firstcat_ArtsEntertainment","category_firstcat_AutosVehicles","category_firstcat_BeautyFitness","category_firstcat_BooksLiterature","category_firstcat_BusinessIndustrial","category_firstcat_Computers","category_firstcat_ConsumerElectronics","category_firstcat_FoodDrink","category_firstcat_Games","category_firstcat_GiftsSpecialEvents","category_firstcat_Health","category_firstcat_HomeGarden","category_firstcat_Internet","category_firstcat_JobsEducation","category_firstcat_Missing_category","category_firstcat_PeopleSociety","category_firstcat_PetsAnimals","category_firstcat_SafetySurvival","category_firstcat_Sports","category_firstcat_ToysHobbies","category_firstcat_Travel","cityAmritsar","cityBengaluru","cityChandigarh","cityDelhi","cityGurugram","cityKolkata","cityMissing_city","cityMumbai","facebook_categoriesfb_ArtsCraftsStore","facebook_categoriesfb_ClothingBrand","facebook_categoriesfb_DesignFashion","facebook_categoriesfb_EcommerceWebsite","facebook_categoriesfb_FruitVegetableStore","facebook_categoriesfb_HealthBeauty","facebook_categoriesfb_IndustrialCompany","facebook_categoriesfb_JewelryWatches","facebook_categoriesfb_Missing_fb_cat","facebook_categoriesfb_ProductService","facebook_categoriesfb_RetailCompany","facebook_categoriesfb_ShoppingRetail","facebook_categoriesfb_SportingGoodsStore","facebook_categoriesfb_SportsFitnessInstruction","facebook_categoriesfb_ToyStore","facebook_categoriesfb_TrophiesEngravingShop","facebook_categoriesfb_VintageStore","facebook_categoriesfb_Website","instagram_categoriesinsta_ContentApps","instagram_categoriesinsta_CreatorsCelebrities","instagram_categoriesinsta_FoodPersonalGoods","instagram_categoriesinsta_GroceryConvenienceStores","instagram_categoriesinsta_HomeGoodsStores","instagram_categoriesinsta_HomeServices","instagram_categoriesinsta_LifestyleServices","instagram_categoriesinsta_Missing_insta_cat","instagram_categoriesinsta_NonProfitsReligiousOrganizations","instagram_categoriesinsta_PersonalGoodsGeneralMerchandiseStores","instagram_categoriesinsta_Publishers","Contact_Page","International_Shipping","Missing_features","Returns_Page","Tracking_or_Returns","Tracking_Page","Shopify_POS","Financing_Page","Wholesale_Retailers_Page","Storefront_API","Store_Locator_Page","Brands_Page"
"31",35,0,0,0.13,0,633445,7613,0,7613,0,7629,7629,2681574,1,768,17435.6017340673,8121.3904069637,669.801967204868,13732.777727486,2312.47437998584,787.584061910312,100,57.8968073412698,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"32",36,1,2033602,1775,0,560693,66,0,66,66,25,11,2525388,5,75,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,33382.44,26.1392478619207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"33",37,0,0,66.23,0,1169016,2,0,0,0,4,2,7035509,2,1496,130314.75437957,217404.892219817,5523.20224309421,45869.1769605307,7403.79809477878,1320.20217712112,100,41.055151631762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"34",38,0,5609415,843.24,0,564482,128,0,128,0,493,120,2532299,3,215,835,483,227.113014160915,352,974.477541361504,30,100,29.6963146865993,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
"35",39,0,0,0.52,0,1557545,3774,0,3691,0,4043,244,9094741,1,362,17435.6017340673,8121.3904069637,227.113014160915,8585.50170409419,2170.27001490648,568.791474804435,100,9.9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"36",40,0,0,746.22,0,564455,65,0,35,0,36,10,2532243,1,579,583,324,227.113014160915,259,1,37,100,6.99,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"37",41,0,0,1337.81,0,968557,469,0,469,16,1244,166,6072017,1,243,4703,23,4,4680,1309,92,119.17,28.8424670926899,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"38",42,1,0,16301.77,0,575259,159,0,159,99,200,42,2551347,2,1139,505,505,19,6097.70783829332,423.481985805948,390.534387323203,119.17,31.966421312232,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
"39",43,0,5777142,787.46,756975228,478066,157,3,157,17,147,78,2247953,1,1657,1288,963,1,325,13,214,25889.72,34.3737738754368,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"40",44,0,0,382.6,0,686514,2048,543,1574,1276,971,637,2933717,1,446,17435.6017340673,8121.3904069637,1097.26624545343,14808.3092634337,1538.62211123926,801.05722041847,100,51.4339661922015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"41",45,0,0,299,97177802,38960,71557,0,0,0,66613,66613,184144,1,1307,1409,1405,3,11244.9838616851,1791.12041173187,465.020101608917,28277.1,43.5816659252297,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"42",46,0,0,608.58,0,1054598,129,0,40,0,331,51,6449356,3,439,480,8121.3904069637,227.113014160915,474,423.481985805948,18,100,19,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"43",47,0,6220081,636.5,0,603072,20,0,20,12,8,8,2610166,2,103,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,100,38.122901631762,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"44",48,0,0,2476.04,0,1437700,250,0,221,0,71,71,8461411,2,502,17435.6017340673,8121.3904069637,227.113014160915,8585.50170409419,423.481985805948,485.422571485532,100,27.9322335762064,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"45",49,1,0,0.25,0,1077399,1507,0,0,0,2900,149,6557519,1,628,262,106,86,152,570.949842948805,7,100,47.9519882936508,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
"46",51,0,1954480,875,0,652590,25,0,25,5,4,4,2871300,1,152,4,8121.3904069637,227.113014160915,6097.70783829332,974.477541361504,295.243345295056,39408.23,19.5837323857302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"47",52,1,2635061,1037.89,40173902,218645,2800,304,1147,304,2277,541,1028788,1,558,44250,25812,251,18438,713,364,46559.57,17.3838865288221,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"48",53,0,0,872.33,752252170,458077,25,0,0,0,33,30,2198704,2,460,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,15126.71,26.1392478619207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
"49",55,0,522494,1779.86,0,493944,730,0,730,730,214,214,2391691,1,82,34,8121.3904069637,227.113014160915,34,974.477541361504,124,91343.26,25.0210369860319,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"50",56,0,793584,0.31,755652305,471470,1147,40,395,157,1933,253,2232144,1,1531,18903,8121.3904069637,227.113014160915,18903,704,59,16889.24,9.99,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"51",58,0,0,1795.58,0,1179792,12,0,12,12,12,12,7092713,1,103,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,100,33.8002538143016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"52",59,0,0,413.27,0,565600,5,0,0,0,51,51,2534197,1,1839,1317,1296,227.113014160915,5,423.481985805948,324.635678531994,119.17,39.5076784488046,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
"53",60,0,0,236.7,0,1144783,66,0,28,0,15,15,6907459,2,509,130314.75437957,217404.892219817,5523.20224309421,45869.1769605307,7403.79809477878,1177.94592712112,100,45.1069552031905,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"54",62,0,0,75,0,906903,3,0,0,0,6,3,5772055,1,621,18987,4062,271,14040,1089,1834,100,10,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"55",63,0,0,100,0,1206629,1,0,0,0,1,1,7234896,1,1629,130314.75437957,217404.892219817,5523.20224309421,45869.1769605307,7403.79809477878,1320.20217712112,100,41.055151631762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"56",64,0,6201874,1083.92,0,672279,357,0,357,104,177,177,2895914,2,404,17435.6017340673,8121.3904069637,227.113014160915,8585.50170409419,423.481985805948,449.170046233007,100,5.99,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"57",65,0,0,2,0,1339841,1,0,0,0,1,1,7940515,1,2378,130314.75437957,217404.892219817,5523.20224309421,45869.1769605307,7403.79809477878,1320.20217712112,100,41.055151631762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"58",66,0,2555123,724,0,629078,16,0,16,0,4,4,2671445,1,117,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,100,12.98,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"59",67,0,0,2899.5,103100844,401698,20,0,20,0,24,6,1906835,1,425,1803,8121.3904069637,227.113014160915,1803,423.481985805948,89,44362.09,22.196656195254,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"60",68,0,0,624.61,0,1402840,13,0,0,0,13,13,8275561,1,523,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,100,39.0856159174762,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"61",69,0,0,2602.4,276948628,330247,1250,66,1250,489,524,481,1631993,2,1839,17435.6017340673,13985.3270529264,227.113014160915,8585.50170409419,423.481985805948,855.533379997196,17377.7,23.9178867626227,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"62",70,0,6066870,367.17,0,566651,39737,724,39737,6725,62932,13396,2535987,1,656,127,122,22,5,2170.27001490648,39,109.24,47.9519882936508,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
"63",71,0,0,1249,0,1579991,9,0,9,9,1,1,9213598,1,82,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"64",72,0,3190289,12761.17,0,648746,1604,734,1559,916,950,216,2866144,2,278,210916,183618,6393.35547438672,27221,5088.65591149037,426,44721.15,23.7798783725865,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"65",73,1,4877619,1690,758507317,480104,223,0,223,0,42,42,2254865,1,439,738,8121.3904069637,227.113014160915,738,423.481985805948,243,66764.89,22.196656195254,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"66",75,0,0,25343.1,0,901142,725,105,725,691,138,138,5749358,1,82,336327,308706,1069,27522,2423,1642,119.17,29.2304790890269,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"67",76,0,3024333,0.2,0,613052,82,0,82,82,42,20,2633813,16,89,130314.75437957,217404.892219817,4767.04152880849,45869.1769605307,7403.79809477878,1101.3737048989,100,45.1069552031905,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"68",77,0,0,1065.66,0,1336822,29,0,29,0,3,3,7924254,1,138,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,100,33.8002538143016,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"69",78,0,0,618.84,0,1508097,277,0,277,0,252,57,8833788,1,173,17435.6017340673,8121.3904069637,227.113014160915,8585.50170409419,974.477541361504,449.170046233007,100,36.805037900885,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"70",79,0,0,0.32,0,1136821,930,0,930,72,1518,72,6873619,1,138,3,3,227.113014160915,6097.70783829332,974.477541361504,270.833345295056,100,29.99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"71",80,1,1164700,1430.18,154261248,38263,58,0,0,0,32,12,180637,1,824,4919,1300,6,3619,195,329,67556.97,10,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"72",81,0,0,0.7,0,1206902,184,77,184,184,182,7,7236352,1,47,130314.75437957,217404.892219817,5523.20224309421,45869.1769605307,7403.79809477878,1248.69735569255,100,51.4339661922015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"73",82,0,0,719.3,0,1436223,6,0,6,0,30,6,8453782,1,145,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,100,39.0856159174762,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"74",83,0,0,525.96,0,1640586,52,0,15,0,46,6,9535646,2,705,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,100,41.9848123460477,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"75",84,0,0,629.59,77023373,760644,1009,0,256,5,3472,829,4042205,2,1160,17435.6017340673,8121.3904069637,227.113014160915,8585.50170409419,1461.79150961547,676.097239887306,8209.63,31.8483705955594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"76",85,0,0,17.29,0,1399900,643,0,0,0,593,360,8260098,42,3673,17435.6017340673,13985.3270529264,227.113014160915,13732.777727486,1075.20532552498,1030.51778138528,100,49.1082227711489,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"77",86,0,0,697.28,0,1383695,23,0,23,0,116,15,8173670,1,96,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,100,19.98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"78",87,0,0,565.66,0,1367132,50,50,50,50,6,6,8085552,1,40,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1248.69735569255,100,39.0856159174762,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"79",88,0,2923258,496.59,744167982,365431,1878,0,0,0,1315,822,1829062,116,1286,17435.6017340673,8121.3904069637,227.113014160915,8585.50170409419,423.481985805948,676.097239887306,44509.93,33.9966819190186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"80",89,0,0,6430.46,0,1281883,115,4,115,115,128,10,7633043,2,117,130314.75437957,217404.892219817,4767.04152880849,42090.1253732291,7403.79809477878,1172.12513347033,100,33.0286933747412,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"81",90,0,0,1059.4,0,984135,12,0,12,0,5,3,6140504,1,285,921,52,227.113014160915,869,1,103,100,28.7587383381112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"82",91,0,0,1344.41,752565112,458754,98,0,9,0,43,41,2200433,2,544,3571,844,227.113014160915,2727,423.481985805948,48,17285.81,2.99,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"83",92,0,0,6700.08,0,1360794,20,0,0,0,24,20,8052629,1,1328,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,100,29.7484502428731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"84",93,1,0,910.22,0,526055,3799,32,3799,1176,1643,1081,2462765,1,166,995,95,227.113014160915,900,418,267,168.83,26.2295432831661,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0
"85",94,0,0,810.52,0,1599305,784,784,784,784,1160,210,9315861,15,26,17435.6017340673,8121.3904069637,1097.26624545343,9661.0332400419,1890.95615885831,631.615224804435,100,34.9954411006264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
